duration,protocol_type,service,src_bytes,dst_bytes,flag,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
197,icmp,domain,10797,47209,SF,0,2,1,3,2,0,2,0,0,9,3,1,2,0,194,131,0.2379907424683021,0.6501356865173167,0.21387044107400044,0.7726924800482311,0.5460486194642744,0.8671909272076336,0.8215339471447436,117,100,0.6794333283231166,0.43732634287491146,0.3666571510001043,0.8254963220652112,0.43260060674087475,0.6658173502163807,0.44004063248556236,0.6899223113713118,r2l
281,tcp,http,10088,9741,RSTO,1,1,2,2,1,1,9,1,0,2,4,1,0,1,7,193,0.8477459022236845,0.7695269385511468,0.883086114089481,0.10752649735666009,0.8445263702997416,0.9447342271441422,0.189049504992437,98,58,0.22477841799872345,0.9218430846556824,0.4249123660810791,0.3731132616482207,0.7940510587192371,0.6209488371767917,0.24523271853868567,0.18850574999782177,dos
138,udp,ssh,41531,20704,SH,0,0,2,4,3,0,2,0,0,0,4,0,3,1,83,73,0.9135483809294533,0.8820739076516981,0.788964951241244,0.17841191869066475,0.6725711258917674,0.8220774796984406,0.530484447480098,228,171,0.5307282560639321,0.8403270735685514,0.31768814166135007,0.024737153726483774,0.7018301172678324,0.5518805513344208,0.7877771878599161,0.7547865163464079,u2r
271,icmp,ssh,33377,18792,RSTO,0,0,1,4,0,1,0,1,1,1,0,0,2,0,111,69,0.9580992278427161,0.1245039860838183,0.25010114190886823,0.8137085238281149,0.4596643995680889,0.28718904212354424,0.12759164656703437,23,89,0.18608261853389418,0.6166598475262518,0.5266850707555054,0.8225167390716207,0.6219992793840614,0.40979843342356825,0.6394342948032692,0.37422853840372716,probe
24,udp,ftp,24940,30157,RSTO,0,0,1,0,1,1,9,1,1,1,4,0,2,1,75,46,0.3740100277062198,0.07747297379451923,0.7120714136054042,0.1002815080354984,0.24704844628463984,0.5695017554053248,0.20755511113741687,227,220,0.8873292003645341,0.05964722918337784,0.4375495912215538,0.5713385953306851,0.6926892406631132,0.6903906542369741,0.42260119440989297,0.10775264165740417,probe
281,udp,ssh,36813,33727,SF,0,1,2,4,4,0,7,0,1,6,2,1,1,1,162,171,0.4201443681223005,0.9521319091437227,0.4035143326536397,0.8957896452847576,0.6404469565921521,0.34921388575402723,0.5550421784866839,140,217,0.259603862864607,0.9839281431897414,0.5914565087417543,0.21959101460293218,0.45765774841801554,0.22492480896344336,0.7141654621134663,0.4837717430750573,u2r
271,icmp,http,17832,40628,SF,1,0,0,1,0,1,7,1,0,3,2,1,3,1,123,59,0.4370679836611664,0.26705780356276754,0.0027041124919313653,0.9293002450216189,0.2528693434516336,0.9028273825873906,0.4006078632165586,21,137,0.2881213230919958,0.2795139230005187,0.7053807097151029,0.9318130057026718,0.8052981994960728,0.46329958021550344,0.6400709450746819,0.47983292508183517,dos
145,udp,ssh,28330,27055,REJ,1,0,2,0,1,1,8,1,0,2,4,1,1,0,150,109,0.8657440643605497,0.8865982999238825,0.947979091900972,0.6394349964560556,0.3191276761331312,0.3491008728624003,0.4559859758437117,173,11,0.021086346793399713,0.48550146383069925,0.8128913779169485,0.5371301203037783,0.09686385773141881,0.635710198614281,0.058359992856488296,0.7953625069035891,normal
27,udp,ssh,42112,47286,SF,1,0,0,1,0,0,8,1,0,8,4,0,0,0,36,124,0.6875404434598216,0.4024179470933391,0.49152774498821183,0.9983358665480727,0.2668084888002126,0.35578855328609327,0.7816323885355533,28,10,0.505044632654074,0.27868847658864315,0.4455333018321017,0.9667610754009104,0.8672264116919071,0.40617525362459017,0.8107346088003236,0.3048730169935543,u2r
289,tcp,smtp,5971,14060,SH,1,1,0,1,4,0,7,1,1,5,0,0,2,0,17,98,0.5397469557043032,0.4091246188077725,0.2517738331250542,0.5069504943425084,0.6309314297211989,0.675878889306354,0.12512691609049265,185,69,0.39581992489404894,0.8409311341104263,0.8043192620745833,0.8856766707234301,0.298943764631466,0.9849432768070548,0.8177362475799225,0.6461913045601843,probe
152,tcp,domain,43703,46562,RSTO,1,0,1,1,3,1,1,1,1,4,4,1,3,1,18,108,0.8549347518090976,0.44399618892498527,0.29236608670277675,0.7610570674749996,0.11171972942018593,0.06559293531169008,0.5704325873373446,21,86,0.8351481564738222,0.9239433271453235,0.47204785687583695,0.16675672178460033,0.0724182504569244,0.42675508363247916,0.6225708657141414,0.8006099649444481,dos
2,icmp,http,24038,8533,RSTO,1,1,1,2,1,0,7,0,0,9,4,0,1,1,118,5,0.5366085952685373,0.6273087121140475,0.23172513897805702,0.8437989626058396,0.016872568198426308,0.969048492404021,0.10879775545178938,48,189,0.3050590928852436,0.0037087499594349316,0.38984779316035223,0.8661438487882364,0.1599590321254838,0.4353506877259704,0.9334551955054824,0.1681185353360899,dos
248,icmp,ssh,38161,48243,SH,0,0,0,3,4,0,4,1,0,8,3,0,0,0,129,67,0.18949584488527527,0.3938920892343324,0.41688354084693047,0.30082365646680587,0.87874281300062,0.9151526707954384,0.9292428945477379,251,173,0.8868513747543061,0.23813925212625264,0.09054874070588981,0.6841957539189665,0.4615151094240858,0.2952263637255589,0.05873483668183921,0.20586662759111996,dos
180,udp,smtp,28296,41940,S0,0,0,2,0,3,0,3,0,0,8,0,0,1,1,52,38,0.6002935812747271,0.931970546852401,0.10876369645467132,0.3408366796756711,0.28978176180961324,0.3593741987969026,0.4150238731850251,202,59,0.8688798056124183,0.014322853482441444,0.8168888049293229,0.9325510250921235,0.17780935325304892,0.5010100200798611,0.31960944070855846,0.4877460767307087,r2l
155,tcp,http,16440,4780,SH,1,2,2,1,4,0,4,0,0,0,0,0,3,0,96,45,0.7778423299497089,0.3582941116005879,0.10850727802352289,0.8072206040234113,0.47422004027526576,0.19584855808498447,0.29456959765138413,178,232,0.8073098405508573,0.6702170553945694,0.22391456549217859,0.09020556995456219,0.6153529250849892,0.4155120180218007,0.9439067617579076,0.3586236062173732,probe
22,icmp,ssh,26848,49323,REJ,1,2,2,1,3,1,1,0,0,9,2,0,3,1,81,32,0.5314633796043219,0.1862651852377566,0.3591781798027097,0.22870471956653227,0.6988922012201533,0.17207736380168903,0.01746334386270798,90,85,0.15932861702342493,0.6788484539315585,0.05710003004794584,0.2665607267929435,0.043424081565134665,0.5970761385780152,0.7391616816954121,0.2856296727488533,probe
187,icmp,domain,32822,23186,S0,1,2,2,0,4,1,8,0,1,9,2,0,1,1,171,181,0.3267998249420194,0.1370399450507649,0.46443938584907496,0.6050091123353193,0.6094475235855336,0.41437804457332705,0.6924180439481562,92,189,0.4087406017722347,0.48838189019198286,0.3074468793393855,0.760792526561494,0.4721976689868739,0.9336724347271771,0.06394917503355069,0.8885634293495819,probe
205,udp,ssh,46095,23507,RSTO,0,0,2,2,2,1,8,0,1,0,3,1,2,0,14,186,0.5230654857898971,0.7822577437917385,0.48543559851876983,0.6175564049643038,0.538770756060753,0.1251818958667369,0.822758758126208,30,65,0.17682338531165742,0.2265710232726713,0.5381160910028877,0.5884032644128725,0.5606943506629799,0.5880565184811714,0.09190425868435981,0.32708480277968666,dos
137,udp,ssh,878,35940,RSTO,1,0,2,2,2,0,1,1,1,1,2,1,4,1,180,16,0.29743413953606457,0.39434943884134643,0.5662900328785395,0.7090673429018594,0.9423781851855932,0.24820683716751457,0.059820395762235634,77,21,0.3053534873484415,0.3231213371894841,0.43738591903457935,0.7994121265546474,0.2993898204614627,0.6274037548046074,0.9747803593112955,0.2378715990762299,probe
71,tcp,http,17345,31715,S0,1,0,0,3,1,0,2,0,1,0,1,0,3,1,54,171,0.5332110725202746,0.6350528911111503,0.8893071688844894,0.08470696300928804,0.13741556687453005,0.07794046561341972,0.9937805434243293,92,209,0.9367464387163263,0.36432566864326277,0.28335958761840097,0.6359123538703993,0.21964063594986816,0.6319113470814794,0.20876034666895704,0.27979076978167794,normal
87,icmp,smtp,38426,14143,S0,1,0,2,3,3,0,6,1,1,0,4,0,1,1,152,149,0.7415755428234049,0.5112084694603851,0.9817824054706102,0.5572944244352784,0.7668759431947513,0.13575760463248698,0.9012105192577027,49,233,0.13686740442903833,0.7840228790050655,0.33494120156669904,0.4076520745947907,0.0075919309497335385,0.3842408029970916,0.3304068853854245,0.305468190334541,r2l
67,udp,http,18032,33288,SF,0,1,1,1,2,0,9,1,0,4,4,1,1,1,194,11,0.6753906474074589,0.1345368547240683,0.44017287319751397,0.41860853094941297,0.09038487368315462,0.6126939176068533,0.4034710482459045,252,149,0.7867050814027038,0.6645656512350271,0.8517943251685154,0.21737089931960396,0.8334120356166802,0.01950275739676166,0.051429013553912384,0.20747305019356965,probe
281,udp,domain,47003,32361,SF,0,2,1,2,3,0,1,1,0,3,3,0,0,0,148,91,0.9580878356320872,0.8309677343975216,0.06801731886083351,0.9760508048894625,0.8641257651142381,0.7869657295215261,0.4436162563660021,4,162,0.978257776016979,0.34453628301410444,0.005627434041209245,0.35735927279739155,0.08277739078916657,0.9588940302033423,0.27433271244945945,0.9343860012219558,dos
99,tcp,ssh,25235,10529,REJ,0,2,0,4,4,0,1,0,1,5,4,0,3,1,76,45,0.8136215230802664,0.26486072773404434,0.8045083815594707,0.9463274726301225,0.044648103416697005,0.1312168932347073,0.9530947258992188,16,96,0.14029609573686408,0.5161260288364883,0.5375764538783222,0.2871174696903944,0.5566378893808405,0.2189057092788227,0.2094368231929895,0.8323442415959025,r2l
281,icmp,smtp,11718,26259,SH,0,2,0,3,2,0,8,1,1,9,1,1,3,0,38,102,0.16152335137830498,0.8521875779365631,0.3616396296538197,0.9714402968530452,0.021083557770120165,0.6397859328564331,0.7058708208277585,194,201,0.19768552374376425,0.3378911426176776,0.8100272987484348,0.7979940900017711,0.982197724687778,0.46383896574317995,0.0020868337617684363,0.679379190565195,dos
225,udp,http,25446,16947,REJ,0,2,2,4,4,0,5,1,0,3,2,0,3,0,185,35,0.14058484536453197,0.1365241626874767,0.0773888192075457,0.266143796780259,0.8411708064852158,0.014456731124812938,0.30896009692243964,206,211,0.09500126875818393,0.9987036076885187,0.43121519406100983,0.8362507663679893,0.04327937388146319,0.5530793819251929,0.27826440295257804,0.8379306743505837,normal
195,udp,ssh,11362,12194,SH,0,1,1,3,3,0,7,1,1,5,3,1,0,0,155,29,0.11349289311490696,0.393886011543337,0.11184571188469383,0.5032659985355532,0.9419699312382163,0.7838718909737877,0.4303782372741546,13,239,0.025363391812567082,0.3636374403993534,0.5313622657971417,0.1899499781369145,0.8965111336741374,0.7896491642355539,0.8646099025776673,0.30135399275477215,probe
173,udp,http,9851,39533,SH,0,0,2,3,2,0,3,0,1,8,4,0,1,0,148,125,0.920511603875967,0.9654314257380097,0.7372354673268668,0.7344845952419632,0.11384315366891162,0.9383879578906384,0.9421528259420556,239,185,0.8828015044595844,0.873570572657873,0.8989760259385579,0.6715849234762822,0.10385731724448943,0.9574382038529107,0.6925354949070308,0.3759666160213987,u2r
222,udp,ftp,36194,39505,RSTO,0,1,1,1,4,0,3,1,0,7,1,0,2,0,169,190,0.8037301478367693,0.23291035117106473,0.49326922447256294,0.8004042899346279,0.3942331147758088,0.1137121354021815,0.5642406690417014,182,92,0.632401427332709,0.992872305113461,0.9630011634990818,0.9138042163026706,0.06801569788690853,0.0985913057333716,0.47489153148563745,0.276113838099578,u2r
28,tcp,ftp,5228,16487,RSTO,0,0,1,0,4,1,2,0,0,2,0,0,1,1,93,167,0.3462912096483022,0.08518729145480552,0.1829520936148974,0.08519679304328354,0.9039478780727747,0.6480158610708996,0.37025937444043844,50,70,0.10931402449230032,0.10344601843048373,0.6936540281439609,0.9405087138411071,0.4594307153579882,0.8885844170316411,0.6071747727853228,0.5821084637029249,probe
291,udp,http,6802,49730,REJ,1,0,0,2,0,1,3,1,0,8,2,0,4,0,40,54,0.7447300153204235,0.9959322798229935,0.4334383613089662,0.41103285336206163,0.47311530423826453,0.24530059655860703,0.9830631689700517,170,112,0.7180371150735926,0.6077017040091295,0.011910955409998758,0.08203209222323382,0.7418845309720223,0.09440045121103846,0.0628823561081765,0.9212704774431416,dos
134,udp,smtp,11136,27932,SH,1,2,1,3,4,0,1,1,1,6,3,0,4,0,192,135,0.4401057271550717,0.561598897029997,0.9136268319331489,0.6268352503242199,0.5809126885926804,0.39490168062672315,0.4630957096733458,72,77,0.020113428521431165,0.847225497553793,0.6120530220551423,0.8896316539436152,0.019649706628761976,0.0142166396828044,0.8845854781475748,0.40679330517138224,normal
86,udp,domain,34745,21709,S0,1,1,1,0,2,1,8,1,0,1,0,0,4,1,56,56,0.4539770706386681,0.6178973856302595,0.4547212915154968,0.11434172320342606,0.19685556894279066,0.9536926843713999,0.8936604185122954,75,150,0.9418869822256075,0.3996647315251912,0.8255380203612156,0.7048397274245397,0.7811252162327517,0.6382235363868652,0.7027545387577376,0.44537402127173953,normal
137,tcp,smtp,7081,16763,REJ,1,2,2,1,2,1,0,0,0,8,2,0,1,1,82,180,0.6169307693919976,0.19745993467185619,0.889323055597759,0.5868664913185362,0.1934823633066013,0.9026616942678137,0.23877208380775228,83,142,0.29821375694026864,0.3908914344653145,0.6218223318398476,0.5274838893014465,0.258692146009168,0.17581688571678056,0.8991439767346332,0.657095174100079,probe
152,udp,http,45732,44511,SF,0,2,0,0,0,1,0,1,0,5,1,1,4,1,146,60,0.06402179763252669,0.9824635793164976,0.22092784247628283,0.4641733251710316,0.836955348603385,0.3826756353326555,0.9060197515575578,71,146,0.5516220716379123,0.18994076677092409,0.7030183300516457,0.26080545833356206,0.8702893461052409,0.3839635542717622,0.0116833924059494,0.36975845856207945,dos
131,icmp,ssh,38808,19876,S0,0,0,1,2,1,1,1,0,0,0,0,1,4,0,163,24,0.4520934814364621,0.18727354334004964,0.9835380428464907,0.6464470890628665,0.6630793311555917,0.8012457710279656,0.09582110591689053,124,132,0.1764726013075809,0.08300884871396152,0.11817956835228172,0.01489769671943375,0.6226773901310505,0.08191048801674405,0.3487130853068665,0.5607745599381266,normal
271,icmp,ssh,1734,39717,REJ,1,2,2,2,4,1,0,1,1,8,0,0,2,1,107,190,0.3311900504518709,0.01662752271582746,0.5688936631736375,0.01281873960351676,0.9314361712229027,0.13647400096335072,0.7751905742533037,65,210,0.3102259191389941,0.16671152940820655,0.47553144435752026,0.39508604077752674,0.7287991759939197,0.7893106281200211,0.052235058698118175,0.020362906847617657,probe
35,tcp,http,43633,32890,SF,0,1,2,2,0,0,7,0,0,4,4,1,0,1,165,187,0.36291176618619125,0.6323445676459472,0.2800689859452937,0.34184855145040904,0.3461593732692566,0.07580482164875801,0.8697612490131998,101,111,0.43888062357651036,0.20490985544527818,0.4866548610278775,0.5540715566731123,0.18360444194247239,0.36075875101477417,0.7031174373202265,0.3646276132642806,normal
25,icmp,ftp,23762,49503,RSTO,1,0,0,1,4,1,1,1,0,3,2,1,0,1,86,76,0.2849281204204752,0.7592584103050821,0.9199853489078724,0.35111173622385816,0.2818028369224137,0.0282157485591662,0.55208565632857,110,131,0.8989905429145024,0.877855408312865,0.768154902228633,0.6012749856099916,0.4552555892393617,0.5607049580207745,0.1177681984696074,0.5359834052610621,probe
1,udp,smtp,34044,852,RSTO,1,1,0,2,4,1,3,0,1,5,2,0,1,1,66,7,0.2825112395575935,0.8494293914345171,0.7454810701995871,0.4812287264998282,0.00020173020447089574,0.34927396930443166,0.7295879919544842,1,226,0.822051663994036,0.7103760916283229,0.33030675572466106,0.9117904695930973,0.9925271010397483,0.5313493599535843,0.23144496959796523,0.3013076372354626,dos
12,udp,domain,27386,21531,SF,1,1,0,0,1,1,4,1,1,1,2,0,2,1,182,175,0.46820907636105324,0.5180784899920499,0.5944425947492058,0.1657769183970641,0.06127175960068321,0.025962117635062953,0.852074816279255,152,91,0.02183411195327023,0.2657003737664977,0.45018865555096677,0.3792764893236994,0.790893509972943,0.31588349121284387,0.22399238140312727,0.2587535039830061,normal
198,tcp,domain,22501,28849,S0,1,1,2,0,1,0,4,0,1,2,2,1,1,0,131,90,0.5076668398149952,0.3620614574577582,0.2926488267549895,0.2534394376424691,0.9449024769801827,0.8217169377855392,0.4235523414745481,86,192,0.9130353844563337,0.7160827206377778,0.35448100154633766,0.34557551105809703,0.34498261660615404,0.9919690502167882,0.9157448843370534,0.4639289191377468,r2l
15,udp,ssh,24595,28399,REJ,0,0,0,3,4,1,4,0,0,0,0,1,0,0,192,60,0.7811218126476231,0.26992235322347224,0.20578465718310823,0.25791469926528954,0.6704432315061857,0.7309609891308316,0.5470387068360709,84,47,0.004328642097755964,0.6855342655297577,0.17426832980222007,0.47338746288704325,0.6040458191493688,0.5864701918205829,0.2336365058922779,0.48577242232853024,u2r
175,icmp,ftp,2797,7585,SF,1,0,1,0,0,0,6,0,0,8,3,1,1,1,23,93,0.3125721442568885,0.7424425500532031,0.5972797531160341,0.0868952531893048,0.5431663843960036,0.5997080970108688,0.29313487906250946,240,215,0.27899281339197646,0.9994454563089981,0.815778629006942,0.09571887124695633,0.7635732416829221,0.12986677757948895,0.367356765336603,0.2069162600986295,u2r
205,icmp,ftp,9273,17989,RSTO,1,1,1,4,0,0,4,1,0,0,0,0,2,0,184,154,0.8855253021132072,0.12703204216800523,0.9106493763768541,0.10727768759318668,0.8626844717729549,0.31543829022960856,0.8750445947906751,91,209,0.8706246605815202,0.6586121712792947,0.3199580193813113,0.13701029538776055,0.6243199937179086,0.5818740536514396,0.1045353015617112,0.2207712314914193,r2l
88,icmp,ftp,45058,10244,S0,0,0,0,4,1,1,0,1,0,6,0,1,2,0,179,80,0.6338610698702706,0.2534022296386885,0.3567806511548074,0.7754228536148662,0.21189211297596022,0.8081186967212888,0.13311762878552458,49,155,0.1563250552049693,0.9897807623165943,0.24263957776257206,0.3786130513140007,0.7769338739926889,0.7057577194046978,0.24551065625638913,0.34229614429117516,u2r
158,tcp,ftp,26357,42517,SH,1,1,1,2,0,1,7,0,0,2,2,1,1,1,39,65,0.8639884768515749,0.3151841332682821,0.37202976631841245,0.1872455633524165,0.5991709832546611,0.17467651230364978,0.2758479127896448,79,140,0.1383521614382568,0.24387025169140486,0.2535501820103455,0.7531339747335981,0.3707816193332423,0.9074201781736574,0.38968281186309217,0.348464402890462,dos
290,icmp,ftp,40666,12125,REJ,1,0,2,4,3,1,9,0,0,3,2,1,4,0,111,180,0.19650725253994017,0.4623972835081591,0.6084741689446928,0.07793866127034055,0.47296948566238894,0.2579853509286216,0.6975469273914253,152,163,0.43066188591014887,0.8135452867983869,0.3492558258031355,0.3999442026473575,0.4761502556672793,0.9292156357263386,0.01767189831625715,0.8518577080536728,dos
182,udp,ftp,48404,20717,SF,1,2,1,2,2,1,3,0,1,9,3,0,1,0,26,58,0.592885960960458,0.18358055828826314,0.19917426260183035,0.46421425592209,0.6091718963556961,0.7908156913444457,0.636083236955688,37,146,0.13397755507810172,0.4740430702134347,0.946474402655792,0.36916383018792565,0.7754748699356063,0.9916742734139339,0.7526520515559708,0.9269301266858924,normal
46,udp,ssh,1634,964,S0,1,1,2,2,4,0,5,1,1,7,2,0,0,0,139,137,0.9890546105360754,0.07094488782520358,0.8888916835640687,0.2514624459720499,0.5398666317928696,0.24843564075803148,0.6540502418582232,78,226,0.38962875260451213,0.494648355494375,0.018700810893566344,0.996046230222119,0.4405417305168883,0.8758537711490498,0.7598716555802116,0.199859355611668,probe
57,icmp,http,33644,28862,RSTO,0,2,2,4,4,1,8,1,1,1,2,1,4,0,179,136,0.369372944665905,0.44363685586493584,0.7913402334575047,0.5760802362476207,0.2858072897848577,0.27667178737896003,0.30157725264645685,128,102,0.14082301035290457,0.048986884532806196,0.6061914891370799,0.2074594465526185,0.2656662368387588,0.1396712292435437,0.327802616954771,0.713371309230791,u2r
164,udp,ftp,19742,39874,REJ,0,0,0,3,1,0,6,1,1,2,4,1,4,0,43,41,0.23809155938219972,0.19306053919414634,0.4932305227766528,0.5292985606904761,0.10301525695761504,0.23860403354360848,0.9364807408098927,82,101,0.19777040239348775,0.17689721142762116,0.7584989386110557,0.7807778260636179,0.8649706042609265,0.4859934660210621,0.7077585684114442,0.6043119051818735,r2l
296,udp,smtp,22742,3742,SH,0,1,2,2,0,1,3,0,0,0,2,0,4,0,76,131,0.504305407863868,0.8772613440462272,0.6732803587896037,0.4054576583029954,0.9295585597577771,0.2855235983002893,0.4464217360374615,61,101,0.9760950954097989,0.8981440299398101,0.7438015274549266,0.6209744723247868,0.6002342002837379,0.7037973144364384,0.9932898833217633,0.96344132151514,dos
143,udp,ssh,4478,22026,RSTO,1,2,0,2,2,0,6,0,0,8,2,1,4,0,59,74,0.6063986521447596,0.6594339663351191,0.5708996092768871,0.283632489803031,0.8145611739352023,0.5318483918338698,0.09444002647639493,239,184,0.21211085865634938,0.7096878641349277,0.9333148865763996,0.48238669836448045,0.945645296173658,0.014140634527345153,0.7377577184873838,0.5262541727301098,u2r
31,tcp,ftp,631,49651,RSTO,0,1,2,2,2,0,7,1,0,6,4,1,4,1,132,16,0.5007974771846735,0.9428909860790533,0.560033556255257,0.12965149510886975,0.9855035289704088,0.8552739338439325,0.03498524430609362,23,81,0.3916955331451002,0.47363205244790996,0.94356173351705,0.824127203418028,0.058606110580149195,0.06992898316610185,0.9227134973588673,0.971004092078806,dos
289,udp,smtp,6911,11868,SH,1,0,2,1,3,0,3,0,0,3,4,0,3,1,142,145,0.45912137520079765,0.019401381450048327,0.37789127896153096,0.586722164965326,0.24710442269199195,0.9681648771843104,0.8496850279044506,64,200,0.7723679444839451,0.15810486670851465,0.7379161312662333,0.37922284168810205,0.41265883183711427,0.006294921459954583,0.35325690557135714,0.6562167354357247,r2l
295,udp,ssh,28126,24574,RSTO,1,1,1,0,1,1,1,0,1,7,4,1,0,1,15,163,0.8358023494445014,0.5618829163748316,0.46559242998149475,0.5505100979856891,0.6663777715569684,0.45603280275605806,0.6905478185365445,236,32,0.008887164996020824,0.6107600245752379,0.6045885739900377,0.611677906337272,0.4936762885204171,0.2782744054217826,0.5784506178597154,0.6383537721556956,probe
283,tcp,domain,45929,33834,RSTO,1,1,0,0,4,0,7,1,1,1,0,1,2,0,34,133,0.34909067472341815,0.34764773865077214,0.5313447646918832,0.035744198720648046,0.5254566732095238,0.4011080773609951,0.7045859723290132,87,142,0.6812201922699578,0.646048701973429,0.655020752494589,0.9308830005330605,0.7000364242431512,0.8019403606405879,0.8122491336459197,0.886402780377709,r2l
134,udp,ssh,25071,24209,REJ,1,2,1,4,0,1,0,0,0,0,2,0,3,0,134,91,0.223119022884383,0.3574601874697517,0.6032085815954389,0.5169786800316399,0.557962447372058,0.045257817667431866,0.36637198272731664,224,40,0.3119867453100047,0.059093321080884054,0.4570330551822118,0.44103949831808464,0.6316718627931623,0.5731252869258302,0.4283804885183945,0.21566664584400397,normal
7,udp,ftp,26393,49743,SF,0,0,2,1,1,1,2,0,0,5,0,1,3,0,77,172,0.0848685008283171,0.45122690107508,0.15692302511302847,0.3801630541794452,0.4632520791757949,0.544352012243032,0.40325060936613255,48,217,0.33580780892258366,0.745701262332075,0.44995449926310405,0.735285512897405,0.7158668409303677,0.8028647038277809,0.601941033908926,0.3396131692869957,u2r
224,udp,ftp,36084,27794,REJ,0,0,2,0,3,0,9,1,0,7,0,0,4,0,72,29,0.3219948475080022,0.6452614566590005,0.992185349149406,0.3288201725932738,0.3268440039276481,0.8676631054163915,0.190112126125335,160,180,0.5596231242128563,0.9634806080575504,0.6919231934884473,0.10968080628175692,0.9055782099633927,0.018500887909391084,0.2191783108267472,0.08057533901719571,r2l
197,udp,ssh,15366,2802,REJ,0,0,1,0,1,1,0,1,1,0,0,0,1,0,144,90,0.5838244241976402,0.9704006453915517,0.9757979105119788,0.22422582533206759,0.9433019776305925,0.992289084187225,0.3574305097181135,206,163,0.6589827314848073,0.7695627038388132,0.8333622976605755,0.5318027931498857,0.6160947224320114,0.8129498806152757,0.03245191788265911,0.3941289493075276,normal
173,icmp,http,7235,4335,SH,0,0,1,1,4,0,8,0,0,5,4,1,1,1,176,36,0.1346318387273715,0.6806845800443566,0.8084144056644071,0.5515563780625962,0.5683386895613098,0.15211868657489724,0.7083930262488615,21,64,0.13859372837276251,0.36048762789770306,0.6482812385043489,0.16270411758230352,0.2976069135878323,0.3199761346797786,0.5211899071880362,0.9916612953976215,dos
32,icmp,http,2491,36630,SF,0,1,1,2,0,1,0,1,0,0,3,1,2,1,142,155,0.19397980195210518,0.33869653381645415,0.8311152561072022,0.0507303441425333,0.5270548252737696,0.5889403047055811,0.05886125280570653,212,6,0.789426801301767,0.13677525729670625,0.9870239454394724,0.05863897065041612,0.008266470749752508,0.20799506814414737,0.8395497175837681,0.3563663780409263,probe
240,icmp,ftp,41071,41197,SF,0,1,0,3,0,0,9,0,1,4,4,1,1,1,96,100,0.9066420015193146,0.18162984799103266,0.9613226983586302,0.6136738951839761,0.5710523215259871,0.533846801895952,0.34139157317752955,9,192,0.3002923283334207,0.6960510918460141,0.28762959151189105,0.20994679054545207,0.4879423251028937,0.2110999413425112,0.12023011002091766,0.8731024599179359,dos
165,tcp,ssh,14854,49306,S0,0,0,2,1,1,0,1,0,1,6,2,0,2,0,188,83,0.01924822864501019,0.328124687904911,0.5428142698648085,0.059539381311929374,0.691777852398057,0.757600937816732,0.31207603836065345,101,152,0.7059303863787467,0.39999557797805285,0.3600648054708584,0.4929404475230862,0.6225807832572707,0.498078796728338,0.9469717564648281,0.09747129582057257,probe
227,tcp,domain,11368,48128,REJ,1,0,0,2,3,0,2,1,0,1,3,1,1,1,150,179,0.11474140794210541,0.06478768976177107,0.09398383256073073,0.45073312313355574,0.22513134913632038,0.5180401767556359,0.607243235463528,253,237,0.6535472206251544,0.4993549415797084,0.9068718193743086,0.5595851469359114,0.35624860335290964,0.7661537171915411,0.13486765227067576,0.5459126055123883,u2r
97,tcp,http,31727,40721,RSTO,1,0,0,4,1,0,0,1,0,4,2,1,0,1,84,61,0.8254188004572096,0.032676935336899304,0.7228888295221743,0.16830344235441408,0.2191957317439398,0.7119409561149693,0.643620826265244,229,128,0.7969887281753659,0.5414998576230073,0.7353193244095291,0.33482442711859084,0.1058319949222648,0.9858687272508897,0.36700421682916784,0.6342375771005581,normal
64,tcp,ftp,34162,33840,S0,1,2,1,0,4,0,8,1,1,3,3,0,3,0,100,173,0.19562198347461612,0.5378885130153842,0.9599602397323738,0.4858123285745892,0.9897521452110911,0.015147912192019275,0.5974146643044353,77,237,0.30875754741253836,0.7240563494259099,0.783524801012917,0.21136969331476385,0.44115860963492115,0.5097333534902888,0.06875719416605575,0.058171148526133365,r2l
25,tcp,ssh,39874,9989,REJ,0,1,2,0,4,0,5,1,0,7,0,1,0,1,27,156,0.3233076812971839,0.8014703687440983,0.9201840625081674,0.640683006454544,0.4670044883196868,0.2634585703536606,0.8067382613362257,213,195,0.8644533523285866,0.5780913681878382,0.9352508569548701,0.7200239380598588,0.43668074662845446,0.68448909735373,0.1511141346977667,0.533757283331218,probe
226,tcp,ftp,47628,8492,SF,1,2,0,1,3,0,9,1,1,2,2,0,1,0,66,164,0.4443675259705657,0.6866967538852224,0.3022916155756271,0.24714144032050167,0.7033020519326569,0.07099068721725565,0.5410202599777595,56,78,0.9123071085209603,0.0828249550265503,0.645606864745276,0.8258680024674026,0.006115649725759176,0.33712103368121915,0.09141248736439334,0.2306334666541795,r2l
